"SSN","Soil_Organic_Carbon_kg_m2","Type"
"icr005934",5.30224736773472,"MIMICS"
"icr005940",4.93087871635777,"MIMICS"
"icr005950",4.3855435295293,"MIMICS"
"icr005952",4.52877733220802,"MIMICS"
"icr005958",5.09413431169311,"MIMICS"
"icr005971",4.19103889509015,"MIMICS"
"icr005973",4.85058212611514,"MIMICS"
"icr005975",4.33300410662566,"MIMICS"
"icr005977",5.94175640338817,"MIMICS"
"icr005981",5.52463680035323,"MIMICS"
"icr005987",4.8919963650009,"MIMICS"
"icr005988",4.61880138185183,"MIMICS"
"icr005989",4.84577709879201,"MIMICS"
"icr005990",4.68903055619209,"MIMICS"
"icr005995",5.41293523561915,"MIMICS"
"icr005997",5.01290486781118,"MIMICS"
"icr006000",5.19388438232975,"MIMICS"
"icr006010",5.3178505991462,"MIMICS"
"icr006021",4.96465023137463,"MIMICS"
"icr006027",5.59399352872869,"MIMICS"
"icr006041",3.6705402236618,"MIMICS"
"icr006058",4.03633473003829,"MIMICS"
"icr006084",5.14917300111039,"MIMICS"
"icr006099",6.96098511288326,"MIMICS"
"icr006115",4.9042398390943,"MIMICS"
"icr006130",5.46534604759088,"MIMICS"
"icr006139",5.49675296609887,"MIMICS"
"icr006145",6.35008220529409,"MIMICS"
"icr006162",4.48962852877654,"MIMICS"
"icr006166",5.91660670935702,"MIMICS"
"icr006175",4.59157735748381,"MIMICS"
"icr006176",4.57339565357656,"MIMICS"
"icr006185",5.34237117227913,"MIMICS"
"icr006192",6.42572926163819,"MIMICS"
"icr006454",4.8145753519758,"MIMICS"
"icr006474",4.15609643773326,"MIMICS"
"icr006492",6.0263292453193,"MIMICS"
"icr006510",4.44026433670914,"MIMICS"
"icr006530",5.40106356060392,"MIMICS"
"icr006570",5.43820100788146,"MIMICS"
"icr006586",4.91384137696167,"MIMICS"
"icr006626",3.9883283768419,"MIMICS"
"icr006684",3.68957133524231,"MIMICS"
"icr006704",7.65864368581823,"MIMICS"
"icr006744",4.20507711511693,"MIMICS"
"icr007987",4.88691074025137,"MIMICS"
"icr010535",0.774244681243512,"MIMICS"
"icr015592",6.1057787609027,"MIMICS"
"icr020848",3.63109115688672,"MIMICS"
"icr020868",4.04487340444383,"MIMICS"
"icr020888",4.00519340290336,"MIMICS"
"icr020908",4.93168345011912,"MIMICS"
"icr020947",4.06434678129835,"MIMICS"
"icr020970",4.32268709026852,"MIMICS"
"icr020986",4.19717440048529,"MIMICS"
"icr021023",5.38442803993624,"MIMICS"
"icr021063",4.40580596952114,"MIMICS"
"icr021103",4.13242433828198,"MIMICS"
"icr021123",4.19093983174421,"MIMICS"
"icr024956",5.81941066414141,"MIMICS"
"icr024976",5.21657793530956,"MIMICS"
"icr024994",5.70096419041765,"MIMICS"
"icr025016",4.93196641699428,"MIMICS"
"icr030033",9.5929401702511,"MIMICS"
"icr030037",7.44159550282166,"MIMICS"
"icr030039",8.02928047197371,"MIMICS"
"icr030043",7.7703123666259,"MIMICS"
"icr030051",8.02836401247917,"MIMICS"
"icr030055",8.12523128298184,"MIMICS"
"icr030063",5.56545875934293,"MIMICS"
"icr030083",8.3709097382391,"MIMICS"
"icr030097",11.018974659218,"MIMICS"
"icr030101",9.23533642268403,"MIMICS"
"icr030113",5.82648978863567,"MIMICS"
"icr030115",5.43071306521542,"MIMICS"
"icr030119",5.98196075987893,"MIMICS"
"icr030123",6.01597140064773,"MIMICS"
"icr030127",9.25579289587247,"MIMICS"
"icr030129",6.78574334682038,"MIMICS"
"icr030131",6.561171671834,"MIMICS"
"icr030133",7.06272394636271,"MIMICS"
"icr030137",6.2393752991186,"MIMICS"
"icr030139",6.59107836167296,"MIMICS"
"icr030145",12.2711670116951,"MIMICS"
"icr030174",6.00423042707229,"MIMICS"
"icr030176",7.9874483314866,"MIMICS"
"icr030181",4.64158444254552,"MIMICS"
"icr030185",4.9305268339481,"MIMICS"
"icr030190",5.16635358813174,"MIMICS"
"icr030192",4.81286113572506,"MIMICS"
"icr030206",6.14856602739321,"MIMICS"
"icr030214",8.48515355628762,"MIMICS"
"icr030232",7.7948688876356,"MIMICS"
"icr030234",5.75976350146194,"MIMICS"
"icr030244",7.70528830896293,"MIMICS"
"icr030260",4.8107621510509,"MIMICS"
"icr030268",5.08421939838191,"MIMICS"
"icr030270",5.98173935005308,"MIMICS"
"icr030282",5.06483181713263,"MIMICS"
"icr030284",6.82153252794713,"MIMICS"
"icr030288",7.22724553968004,"MIMICS"
"icr030300",5.30298355012069,"MIMICS"
"icr030310",10.8601294142302,"MIMICS"
"icr030323",9.01018916729445,"MIMICS"
"icr030325",9.39126479965754,"MIMICS"
"icr030326",7.27869487418566,"MIMICS"
"icr030328",7.57520364311175,"MIMICS"
"icr030330",8.58909144501575,"MIMICS"
"icr030334",3.6359970599258,"MIMICS"
"icr030335",4.05302895398159,"MIMICS"
"icr030345",3.42111527578023,"MIMICS"
"icr030346",7.46050782478046,"MIMICS"
"icr030351",4.28523204696424,"MIMICS"
"icr030369",4.78425192195583,"MIMICS"
"icr030370",3.68438035091761,"MIMICS"
"icr030375",3.68295042399281,"MIMICS"
"icr030379",3.68811543712426,"MIMICS"
"icr030381",3.60751199062836,"MIMICS"
"icr030386",4.19812911694844,"MIMICS"
"icr030393",3.96349331604125,"MIMICS"
"icr030397",3.75476950205417,"MIMICS"
"icr030409",7.60159743216876,"MIMICS"
"icr030411",3.4435011461592,"MIMICS"
"icr030419",4.04979764896081,"MIMICS"
"icr030420",4.40917267764601,"MIMICS"
"icr030422",3.68019189938918,"MIMICS"
"icr030424",4.84662529422064,"MIMICS"
"icr030425",5.62996945572088,"MIMICS"
"icr030426",4.54977210085797,"MIMICS"
"icr030427",3.84557172930927,"MIMICS"
"icr030428",4.99207443266075,"MIMICS"
"icr030432",4.51952547831613,"MIMICS"
"icr030434",3.93005224427414,"MIMICS"
"icr030435",4.01127944282295,"MIMICS"
"icr030480",4.15714146695999,"MIMICS"
"icr030482",4.36865327768793,"MIMICS"
"icr030489",4.40333677653027,"MIMICS"
"icr030493",3.7578873944177,"MIMICS"
"icr030513",5.22984895591433,"MIMICS"
"icr030515",5.30022956582041,"MIMICS"
"icr030547",3.1857917840489,"MIMICS"
"icr033391",2.21888354310599,"MIMICS"
"icr033396",2.90961445264891,"MIMICS"
"icr033398",2.69519241966801,"MIMICS"
"icr033400",2.7332328947898,"MIMICS"
"icr033402",2.48551539239862,"MIMICS"
"icr033404",3.08362582621383,"MIMICS"
"icr033406",2.45357139057877,"MIMICS"
"icr033411",3.96420027076539,"MIMICS"
"icr033413",3.42496042950839,"MIMICS"
"icr033415",3.64468794602207,"MIMICS"
"icr033417",2.9046252155894,"MIMICS"
"icr033419",2.56714041397955,"MIMICS"
"icr033447",3.90284676450278,"MIMICS"
"icr033451",2.57253985669313,"MIMICS"
"icr033452",2.67986549367283,"MIMICS"
"icr033470",2.38507263643464,"MIMICS"
"icr033472",2.7461974040298,"MIMICS"
"icr033474",2.7451924882951,"MIMICS"
"icr033476",2.77803613557217,"MIMICS"
"icr033490",3.23602673724065,"MIMICS"
"icr033508",2.24192417179174,"MIMICS"
"icr033509",2.26678425099096,"MIMICS"
"icr033511",2.36342259202536,"MIMICS"
"icr033533",2.54746766844135,"MIMICS"
"icr033535",2.73825232122057,"MIMICS"
"icr033541",3.05332462463842,"MIMICS"
"icr033545",2.98173166557813,"MIMICS"
"icr033551",2.5540591180598,"MIMICS"
"icr033553",2.22029637089002,"MIMICS"
"icr033555",2.96049990148873,"MIMICS"
"icr033557",2.84996571897523,"MIMICS"
"icr033559",2.52053936514405,"MIMICS"
"icr033561",2.75156468327046,"MIMICS"
"icr033568",2.47186388690632,"MIMICS"
"icr033570",2.75432156626878,"MIMICS"
"icr033571",2.20912554079487,"MIMICS"
"icr033572",2.45412903691874,"MIMICS"
"icr033580",2.24242434589613,"MIMICS"
"icr033584",4.08127636018109,"MIMICS"
"icr033588",3.56761201825243,"MIMICS"
"icr033592",4.49582783494776,"MIMICS"
"icr033598",5.00077109946577,"MIMICS"
"icr033602",5.16915562044768,"MIMICS"
"icr033616",4.88623740472885,"MIMICS"
"icr033618",5.04857874232926,"MIMICS"
"icr033619",5.32182347689478,"MIMICS"
"icr033625",4.19328732051621,"MIMICS"
"icr033627",4.06938663943999,"MIMICS"
"icr033631",4.49649550362417,"MIMICS"
"icr033632",4.01146137905632,"MIMICS"
"icr033634",4.20754567565327,"MIMICS"
"icr033636",3.60437834336605,"MIMICS"
"icr033637",4.12429741095394,"MIMICS"
"icr033644",3.27522146369434,"MIMICS"
"icr033646",4.84571606771671,"MIMICS"
"icr033648",6.87074561049761,"MIMICS"
"icr033650",4.38454629454703,"MIMICS"
"icr033652",4.59885801578374,"MIMICS"
"icr033660",5.54516520876279,"MIMICS"
"icr033664",6.65946178686421,"MIMICS"
"icr033666",4.80179206505609,"MIMICS"
"icr033670",5.16371258844944,"MIMICS"
"icr033672",5.10315225484783,"MIMICS"
"icr033680",5.45595976473577,"MIMICS"
"icr033684",4.0094784704526,"MIMICS"
"icr033690",5.11166970332644,"MIMICS"
"icr033704",8.48034732670587,"MIMICS"
"icr033710",8.87551766615513,"MIMICS"
"icr033716",6.72268757441026,"MIMICS"
"icr033724",3.57195414478925,"MIMICS"
"icr033727",4.52463657527013,"MIMICS"
"icr033729",3.72752733597362,"MIMICS"
"icr033732",4.43735736155356,"MIMICS"
"icr033738",5.87382975952906,"MIMICS"
"icr033748",4.38430938974529,"MIMICS"
"icr033750",4.00229979049234,"MIMICS"
